spec,n_infra_events,n_reg_events,mean_infra_coef,mean_reg_coef,median_infra_coef,median_reg_coef,multiplier,cohens_d,welch_t,welch_p
S1_baseline,26,24,1.978327043707928,0.4051386367276098,2.2424606355398735,0.23985966158734165,4.883086589043426,2.6994998582414103,4.675670909499104,0.0015026740005964925
S2_relaxed,69,46,1.4026862464176277,0.9436650722920193,1.2293407310012483,0.5714282347659506,1.4864238251509252,0.6069626362899141,1.0512901243500805,0.32050082947547465
S3_nofilter,82,53,0.20925464933460514,0.36366081209665596,0.2342127809655053,0.235372509866588,0.5754115988691907,-0.47376202650679716,-0.8205799006065658,0.4464459379280274
S4_strict,42,35,3.8343335897067448,2.9238668689796996,4.029854343946279,2.364662214672726,1.3113913052562334,0.5045392138116365,0.8738875527326113,0.4029257298493849
