variant,mean_infra,mean_reg,median_infra,median_reg,multiplier,welch_t,welch_p
baseline_no_controls,1.978327043707928,0.4051386367276098,2.2424606355398735,0.23985966158734165,4.883086589043426,4.675670909499104,0.0015026740005964908
full_regime_dummies,2.4429134604873908,0.9262356719952117,2.3391857019966444,0.6114220351826252,2.6374642376114616,3.1806279410465916,0.011474513310618155
single_crisis_dummy,1.9139468754761058,0.48265515597647063,2.1427600414402033,0.2666066569261279,3.9654541172443425,3.998596920406836,0.003334247573788361
