asset,dInfra,dReg,converged
btc,1.0079744456384592,0.29837164693859525,True
eth,2.2473909346040046,0.48810376748990936,True
xrp,2.2373501684450385,1.2192171638379488,True
bnb,1.2054549879580216,0.18140604050006828,True
ltc,2.3797111398868753,0.143743917466517,True
ada,2.7918613206258573,0.09900190230170701,True
