# C13 rung-4 recompute: corrected design-effect p (t(df_eff) + corr-of-diffs)
# mean_d=1.573271 se_naive=0.320533 N=6 multiplier=4.8851
# rho_return=0.688208 rho_resid=0.704814 rho_d_bar=0.231355
# DEFF_cov(exact, bootstrap)=1.702622  B_used=1848 dropped=152

# corrected rung-4 (dispersion statistic) by rho input
rho,DEFF,N_eff,df_eff,se_de,t_dispersion,p_t_dfeff_dispersion,p_t_N1_dispersion,p_norm_dispersion,rho_label
0.688208467039957,4.441042335199785,1.351034182323345,1.1258618186027876,0.6754840412723557,2.329101999272071,0.11762947488250088,0.033643225822998356,0.009926831403191037,"rho_return (0.688, c6 input -- WRONG object)"
0.7048144498796928,4.524072249398464,1.326238766588615,1.105198972157179,0.6817692392473544,2.3076301194531,0.12045586534089354,0.03455562996714486,0.010509858902511611,rho_resid (0.705)
0.23135494702587173,2.1567747351293587,2.78193169748909,2.318276414574242,0.470733417556133,3.342170265224936,0.03218841329327097,0.010251862477625266,0.00041563026686688824,"rho_d_bar (corr of d_i, #D4 CORRECT input)"

# c6 model-SE statistics under corrected references
stat,t,rho_label,rho,DEFF,df_eff,p_t_dfeff,p_t_N1,p_norm
design-effect t=2.328 (c6 rule 1),2.329101999272071,"rho_return (0.688, c6 input -- WRONG object)",0.688208467039957,4.441042335199785,1.1258618186027876,0.11762947488250088,0.033643225822998356,0.009926831403191037
design-effect t=2.328 (c6 rule 1),2.329101999272071,rho_resid (0.705),0.7048144498796928,4.524072249398464,1.105198972157179,0.1193736867420806,0.033643225822998356,0.009926831403191037
design-effect t=2.328 (c6 rule 1),2.329101999272071,"rho_d_bar (corr of d_i, #D4 CORRECT input)",0.23135494702587173,2.1567747351293587,2.318276414574242,0.06387254738262073,0.033643225822998356,0.009926831403191037
correlation-weighted t=1.763 (c6 rule 2),1.763,"rho_return (0.688, c6 input -- WRONG object)",0.688208467039957,4.441042335199785,1.1258618186027876,0.15346689675098252,0.069094088511016,0.03895024483216927
correlation-weighted t=1.763 (c6 rule 2),1.763,rho_resid (0.705),0.7048144498796928,4.524072249398464,1.105198972157179,0.1551118068757249,0.069094088511016,0.03895024483216927
correlation-weighted t=1.763 (c6 rule 2),1.763,"rho_d_bar (corr of d_i, #D4 CORRECT input)",0.23135494702587173,2.1567747351293587,2.318276414574242,0.10119330360786541,0.069094088511016,0.03895024483216927

# #MC: design-effect rule size on c10 draws under each reference
crit_label,crit_005,crit_010,size_005,size_010,n_panels
normal z (size study's z=1.645),1.6448536269514729,1.2815515655446004,0.5915492957746479,0.7356446370530878,923
t(N-1=5) [c10 saved rule],2.0150483733330233,1.4758840488558214,0.4344528710725894,0.6554712892741061,923
"t(df_eff=1.13) [corrected, rho_return]",5.2411847062641295,2.7360740427558317,0.018418201516793065,0.19934994582881907,923
"t(df_eff=2.32) [corrected, rho_d_bar]",2.6641487477251244,1.776723245529447,0.2199349945828819,0.5352112676056338,923
