reg_pre_window,infra_pre_window,mean_dInfra,mean_dReg,median_dInfra,median_dReg,multiplier,welch_t,welch_p
3,3,1.9782904995263761,0.40497407308912425,2.2423705515245214,0.23988884371933178,4.884980622181722,4.677258185468573,0.0015019774200588508
5,3,1.9623200962588425,0.27206752388234884,2.2155062810960064,0.16863649259562005,7.212621588409118,5.458652313183414,0.0011921209662287807
7,3,1.9763621174165473,0.2786838249601609,2.234502835700772,0.17874878541861525,7.091771894903039,5.425840055252659,0.0012033331849063153
10,3,1.9662586427208855,0.22425522974004178,2.211214679865623,0.15031070202003388,8.767950005001829,5.680995088573408,0.0011931529021522755
